District,Soil_Type,Season,Crop_Name,Avg_Temperature_C,Total_Rainfall_mm,Avg_Humidity_Percent,Sunlight_Hours_Per_Day,Yield_kg_per_hectare,Avg_Market_Price_LKR_per_kg
Hambantota,Reddish Brown Earths,Maha,Manioc,30.5,1223,70,8.1,41852,94.6
Kilinochchi,Reddish Brown Earths,Yala,Cabbage,33.6,1174,77,7.4,25583,164.15
Kurunegala,Alluvial Soils,Yala,Rubber,32.0,1232,71,7.4,1281,775.88
Kilinochchi,Reddish Brown Earths,Maha,Manioc,30.6,1250,76,7.4,35834,98.18
Ratnapura,Red-Yellow Podzolic Soils,Maha,Tea,29.1,3946,85,4.8,3767,761.77
Mannar,Regosols,Yala,Potato,30.0,821,73,8.3,19741,187.6
Matale,Reddish Brown Earths,Yala,Tomato,29.8,1435,76,6.4,25822,146.04
Kegalle,Red-Yellow Podzolic Soils,Maha,Mango,30.8,3811,80,5.4,13765,318.08
Galle,Red-Yellow Podzolic Soils,Maha,Tea,26.9,2657,79,6.1,3577,684.58
Monaragala,Reddish Brown Earths,Yala,Carrot,28.7,1279,67,7.9,25503,173.91
Kurunegala,Reddish Brown Earths,Yala,Carrot,32.0,1262,81,6.5,24913,183.72
Monaragala,Reddish Brown Earths,Yala,Beans,26.7,1422,70,6.7,11197,231.53
Ratnapura,Red-Yellow Podzolic Soils,Yala,Potato,28.1,2445,87,4.7,20270,203.3
Vavuniya,Reddish Brown Earths,Maha,Tomato,28.9,1918,65,7.4,21430,155.95
Trincomalee,Alluvial Soils,Yala,Tea,29.0,1026,76,7.5,1827,684.37
Kilinochchi,Reddish Brown Earths,Yala,Coconut,29.1,892,67,7.4,8868,103.12
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Paddy,15.1,2352,79,5.1,1094,151.74
Mannar,Regosols,Maha,Beans,26.4,1096,72,8.1,17805,227.56
Hambantota,Reddish Brown Earths,Yala,Brinjal,31.5,944,73,7.5,12475,161.18
Polonnaruwa,Alluvial Soils,Maha,Pumpkin,26.6,1739,72,6.8,28109,106.26
Batticaloa,Regosols,Maha,Papaya,32.5,2052,81,7.5,37596,137.25
Jaffna,Regosols,Yala,Tea,33.8,895,71,7.6,250,881.96
Gampaha,Latosols,Yala,Papaya,27.4,1778,78,6.1,33433,132.34
Kilinochchi,Reddish Brown Earths,Maha,Papaya,31.2,1382,71,7.6,45307,140.06
Kurunegala,Alluvial Soils,Yala,Chili,26.6,1421,81,6.3,6867,395.16
Matara,Red-Yellow Podzolic Soils,Yala,Rubber,26.5,1786,89,5.8,2014,799.26
Matale,Reddish Brown Earths,Yala,Pumpkin,23.3,1363,78,6.2,19749,107.67
Matale,Reddish Brown Earths,Yala,Papaya,26.7,1244,71,6.8,27576,129.34
Kandy,Reddish Brown Earths,Yala,Brinjal,26.9,1653,75,6.0,13478,153.84
Hambantota,Reddish Brown Earths,Yala,Pumpkin,28.7,910,70,7.6,18701,106.98
Anuradhapura,Reddish Brown Earths,Yala,Brinjal,28.2,1223,62,7.7,14498,156.8
Badulla,Red-Yellow Podzolic Soils,Maha,Pumpkin,24.7,2545,74,5.1,24893,97.09
Kurunegala,Alluvial Soils,Maha,Cabbage,28.8,2109,78,6.7,35235,144.57
Mullaitivu,Alluvial Soils,Maha,Mango,28.1,1848,84,7.7,13281,291.53
Mannar,Regosols,Maha,Banana,30.5,1218,80,8.5,16803,150.74
Jaffna,Calcic Red Latosols,Maha,Sweet Potato,28.3,1237,75,8.5,21128,112.2
Puttalam,Calcic Red Latosols,Maha,Chili,30.9,1292,77,7.4,14928,398.71
Matale,Reddish Brown Earths,Maha,Brinjal,22.9,2327,79,6.9,26114,163.59
Monaragala,Reddish Brown Earths,Maha,Sweet Potato,31.8,1922,72,7.8,30515,112.65
Kandy,Red-Yellow Podzolic Soils,Yala,Cabbage,24.3,1772,81,5.6,27608,138.79
Vavuniya,Reddish Brown Earths,Maha,Tea,29.3,1895,69,7.5,2270,726.42
Ampara,Alluvial Soils,Yala,Coconut,28.9,1236,80,8.3,7922,107.6
Gampaha,Latosols,Yala,Brinjal,27.9,1850,81,7.0,22425,168.56
Badulla,Red-Yellow Podzolic Soils,Yala,Tomato,22.6,1604,80,5.9,26229,147.94
Kilinochchi,Reddish Brown Earths,Maha,Maize,32.6,1550,72,7.2,5856,140.47
Anuradhapura,Alluvial Soils,Yala,Coconut,26.7,1016,61,8.2,8228,108.89
Gampaha,Alluvial Soils,Yala,Pumpkin,30.4,1826,77,6.9,35783,101.97
Kalutara,Red-Yellow Podzolic Soils,Yala,Maize,28.5,2467,89,5.3,3717,149.9
Kegalle,Red-Yellow Podzolic Soils,Yala,Carrot,29.5,2077,79,5.6,23595,165.43
Gampaha,Alluvial Soils,Maha,Pumpkin,28.0,2614,84,6.3,43869,97.97
Matale,Reddish Brown Earths,Yala,Cabbage,28.4,1441,65,6.3,29598,145.11
Hambantota,Alluvial Soils,Maha,Potato,32.2,1417,66,7.9,7159,241.62
Monaragala,Reddish Brown Earths,Maha,Banana,33.2,1992,78,7.9,23985,145.24
Polonnaruwa,Reddish Brown Earths,Yala,Coconut,32.2,1362,78,7.1,8370,109.11
Polonnaruwa,Alluvial Soils,Yala,Maize,32.8,1342,69,7.2,6180,126.86
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Cabbage,16.4,1945,81,5.4,54999,161.72
Badulla,Red-Yellow Podzolic Soils,Yala,Rubber,24.6,1297,75,5.0,1153,729.9
Ampara,Reddish Brown Earths,Maha,Chili,27.7,1956,80,8.3,9928,362.25
Kurunegala,Reddish Brown Earths,Yala,Coconut,27.4,1596,82,7.0,15436,99.29
Matara,Alluvial Soils,Maha,Pumpkin,26.1,2719,77,6.2,29346,99.59
Kilinochchi,Reddish Brown Earths,Yala,Sweet Potato,31.9,1114,73,7.8,15006,105.66
Vavuniya,Reddish Brown Earths,Maha,Maize,27.2,1663,79,6.8,5774,148.95
Nuwara Eliya,Latosols,Yala,Tea,13.1,1517,81,5.2,2844,706.06
Colombo,Red-Yellow Podzolic Soils,Maha,Carrot,26.1,2840,88,6.6,11753,214.83
Badulla,Red-Yellow Podzolic Soils,Yala,Papaya,23.4,1692,70,5.4,32567,126.44
Polonnaruwa,Alluvial Soils,Yala,Tomato,26.2,1383,70,7.9,17016,154.41
Puttalam,Calcic Red Latosols,Maha,Maize,28.4,1670,77,7.3,5786,144.63
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Papaya,14.9,1845,75,5.6,8276,145.6
Trincomalee,Alluvial Soils,Maha,Maize,33.1,1964,65,7.2,5111,139.38
Hambantota,Alluvial Soils,Maha,Sweet Potato,29.1,1381,70,7.1,20132,117.82
Hambantota,Alluvial Soils,Yala,Sweet Potato,27.9,889,71,7.4,13794,114.62
Kegalle,Red-Yellow Podzolic Soils,Maha,Maize,26.9,3912,83,5.8,5921,143.9
Polonnaruwa,Reddish Brown Earths,Yala,Mango,26.8,1331,72,7.0,13790,292.17
Colombo,Latosols,Yala,Beans,27.0,1791,88,5.9,16117,242.77
Matale,Reddish Brown Earths,Yala,Coconut,29.7,1240,68,6.4,7701,102.48
Badulla,Red-Yellow Podzolic Soils,Yala,Potato,22.7,1721,73,5.4,28363,203.45
Matale,Reddish Brown Earths,Maha,Big Onion,23.6,1975,78,7.0,34827,241.93
Matara,Alluvial Soils,Yala,Manioc,30.7,1944,76,6.6,20185,88.47
Batticaloa,Alluvial Soils,Maha,Tomato,26.5,1787,70,7.3,22955,175.0
Trincomalee,Alluvial Soils,Yala,Pumpkin,32.9,1046,70,8.5,19481,104.76
Galle,Red-Yellow Podzolic Soils,Maha,Big Onion,27.7,3037,78,5.7,22148,245.16
Kalutara,Red-Yellow Podzolic Soils,Maha,Cabbage,29.7,3128,92,5.7,38213,156.88
Badulla,Red-Yellow Podzolic Soils,Maha,Cabbage,22.5,2298,75,6.1,53922,138.1
Kurunegala,Reddish Brown Earths,Yala,Potato,28.5,1599,83,6.8,21332,218.53
Kilinochchi,Reddish Brown Earths,Maha,Potato,27.1,1621,75,7.8,25383,204.2
Ampara,Alluvial Soils,Maha,Brinjal,32.1,2135,77,7.6,20077,163.31
Vavuniya,Reddish Brown Earths,Yala,Cabbage,30.6,1081,69,6.8,29779,140.02
Hambantota,Alluvial Soils,Maha,Sweet Potato,31.5,1272,69,8.3,20745,101.34
Kegalle,Latosols,Maha,Manioc,28.4,4191,75,5.3,24777,86.13
Mullaitivu,Latosols,Maha,Manioc,32.8,2077,80,8.0,32560,94.19
Anuradhapura,Alluvial Soils,Maha,Pumpkin,26.3,1878,74,8.2,28729,95.12
Trincomalee,Alluvial Soils,Yala,Sweet Potato,33.8,1214,77,7.6,15918,107.66
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Sweet Potato,16.3,1855,86,4.6,14040,116.56
Kalutara,Red-Yellow Podzolic Soils,Maha,Carrot,27.5,4106,83,5.3,12353,208.16
Kegalle,Latosols,Yala,Rubber,28.9,2674,88,5.0,2216,728.06
Hambantota,Reddish Brown Earths,Maha,Paddy,30.7,1169,70,7.5,7045,126.07
Kilinochchi,Reddish Brown Earths,Maha,Cabbage,30.6,1571,75,7.2,35031,143.31
Ampara,Reddish Brown Earths,Maha,Coconut,30.7,2148,78,7.9,10127,94.25
Kandy,Reddish Brown Earths,Maha,Carrot,20.9,2294,71,6.4,21436,181.09
Batticaloa,Regosols,Yala,Rubber,29.2,1261,76,7.9,1125,851.12
Badulla,Red-Yellow Podzolic Soils,Yala,Big Onion,18.6,1669,81,6.2,16231,218.57
Hambantota,Alluvial Soils,Yala,Chili,31.1,925,68,7.6,10822,369.59
Galle,Red-Yellow Podzolic Soils,Yala,Sweet Potato,30.3,1930,78,6.4,15374,105.63
Matara,Alluvial Soils,Yala,Big Onion,30.9,1706,89,6.8,18662,241.2
Badulla,Red-Yellow Podzolic Soils,Maha,Big Onion,22.1,2545,76,6.1,21528,235.92
Mannar,Calcic Red Latosols,Maha,Sweet Potato,31.0,1546,83,7.7,20695,99.72
Monaragala,Reddish Brown Earths,Maha,Beans,28.6,1796,66,7.2,17862,259.23
Matara,Red-Yellow Podzolic Soils,Maha,Pumpkin,29.4,2706,77,6.5,28739,102.98
Matara,Red-Yellow Podzolic Soils,Yala,Rubber,26.8,1753,75,6.5,1693,767.45
Kegalle,Red-Yellow Podzolic Soils,Maha,Coconut,24.4,4083,79,6.3,15270,101.83
Galle,Latosols,Yala,Big Onion,27.0,2025,85,5.7,16796,221.74
Matale,Reddish Brown Earths,Yala,Carrot,23.8,1417,69,6.5,24614,173.55
Kurunegala,Reddish Brown Earths,Yala,Big Onion,33.0,1348,75,6.7,16757,223.13
Mannar,Calcic Red Latosols,Yala,Beans,27.1,1023,71,8.4,12693,261.49
Galle,Latosols,Maha,Tomato,27.5,2966,91,5.1,21365,168.43
Ratnapura,Red-Yellow Podzolic Soils,Yala,Cabbage,27.9,3123,86,4.8,26926,136.3
Batticaloa,Regosols,Maha,Carrot,28.4,1925,81,7.9,32221,172.2
Batticaloa,Alluvial Soils,Maha,Brinjal,29.1,1815,77,7.1,19159,178.97
Mannar,Regosols,Maha,Maize,32.9,970,84,8.3,5578,136.92
Trincomalee,Reddish Brown Earths,Maha,Brinjal,29.0,1860,68,8.0,18917,160.2
Vavuniya,Reddish Brown Earths,Yala,Big Onion,30.5,1107,65,7.8,18619,263.92
Matara,Red-Yellow Podzolic Soils,Yala,Mango,27.8,1655,80,5.8,10341,292.51
Kurunegala,Alluvial Soils,Maha,Maize,28.9,1947,81,6.0,7739,135.99
Ampara,Alluvial Soils,Yala,Carrot,31.4,1068,75,8.2,22280,187.85
Batticaloa,Alluvial Soils,Maha,Pumpkin,27.2,1905,84,7.0,29006,97.6
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Rubber,17.6,1648,80,4.6,1133,858.39
Gampaha,Alluvial Soils,Maha,Beans,30.8,2898,75,6.1,19301,247.29
Galle,Latosols,Maha,Rubber,28.6,2813,91,5.8,2668,793.59
Ampara,Alluvial Soils,Yala,Mango,32.4,1076,76,7.7,14245,323.2
Hambantota,Alluvial Soils,Maha,Papaya,31.8,1423,73,7.9,42933,128.24
Colombo,Latosols,Yala,Sweet Potato,28.0,1783,80,5.6,17713,103.09
Nuwara Eliya,Latosols,Maha,Potato,14.8,2260,88,5.9,56320,206.85
Ratnapura,Red-Yellow Podzolic Soils,Yala,Mango,29.3,2891,91,5.0,11020,292.56
Anuradhapura,Alluvial Soils,Maha,Tea,26.7,1949,74,8.0,314,820.24
Mannar,Calcic Red Latosols,Maha,Maize,29.9,1045,75,8.6,5361,128.95
Puttalam,Calcic Red Latosols,Maha,Papaya,29.7,1229,74,7.1,38010,120.79
Colombo,Red-Yellow Podzolic Soils,Yala,Big Onion,26.7,1768,78,6.7,17989,253.89
Anuradhapura,Alluvial Soils,Yala,Big Onion,29.7,1106,63,7.8,28573,222.41
Kalutara,Red-Yellow Podzolic Soils,Yala,Potato,28.1,2410,89,5.2,8276,242.84
Hambantota,Reddish Brown Earths,Maha,Sweet Potato,30.8,1132,77,7.8,19352,104.33
Puttalam,Calcic Red Latosols,Maha,Maize,29.8,1419,78,7.4,5866,149.67
Polonnaruwa,Alluvial Soils,Yala,Maize,31.8,1154,71,7.8,6707,139.05
Jaffna,Calcic Red Latosols,Yala,Maize,28.9,764,67,8.4,4118,136.51
Nuwara Eliya,Latosols,Maha,Banana,12.2,2950,76,5.6,19766,135.92
Polonnaruwa,Alluvial Soils,Maha,Potato,31.2,1773,68,7.6,7054,235.66
Trincomalee,Reddish Brown Earths,Maha,Tea,30.1,1534,65,7.5,2367,678.34
Matara,Red-Yellow Podzolic Soils,Maha,Papaya,27.5,2497,85,6.1,39349,136.25
Nuwara Eliya,Latosols,Maha,Sweet Potato,16.5,2399,87,4.5,19945,117.85
Polonnaruwa,Alluvial Soils,Yala,Paddy,30.8,1438,66,7.2,5830,108.38
Mullaitivu,Latosols,Maha,Beans,29.4,1690,72,7.7,16260,274.38
Badulla,Red-Yellow Podzolic Soils,Maha,Beans,23.7,2105,84,5.3,26945,261.82
Monaragala,Reddish Brown Earths,Yala,Tomato,27.4,1283,77,7.5,16898,164.97
Kandy,Reddish Brown Earths,Maha,Brinjal,25.3,2691,78,5.7,18453,180.53
Monaragala,Reddish Brown Earths,Yala,Chili,25.2,1089,75,7.0,6318,393.61
Matale,Reddish Brown Earths,Maha,Manioc,29.6,2348,67,6.5,27960,87.39
Kilinochchi,Reddish Brown Earths,Maha,Cabbage,32.4,1561,70,7.7,39016,149.4
Mannar,Calcic Red Latosols,Maha,Tomato,30.2,1452,80,8.6,25147,152.74
Batticaloa,Regosols,Maha,Carrot,32.7,1783,77,7.3,34623,178.61
Galle,Latosols,Yala,Chili,29.6,2021,83,5.5,6182,371.75
Gampaha,Latosols,Yala,Pumpkin,27.0,1680,84,6.7,30108,94.52
Colombo,Red-Yellow Podzolic Soils,Maha,Sweet Potato,26.1,2774,83,5.9,23224,119.83
Colombo,Red-Yellow Podzolic Soils,Yala,Mango,26.4,1618,89,6.7,9417,282.63
Monaragala,Reddish Brown Earths,Maha,Rubber,24.5,1667,79,6.8,1756,749.12
Badulla,Red-Yellow Podzolic Soils,Yala,Maize,20.3,1573,77,5.8,4238,137.97
Nuwara Eliya,Latosols,Maha,Mango,15.2,2217,82,5.7,1884,365.39
Kalutara,Red-Yellow Podzolic Soils,Maha,Beans,26.5,3043,89,5.4,22785,239.3
Kegalle,Latosols,Maha,Tomato,28.1,3726,87,6.2,24359,163.06
Matale,Reddish Brown Earths,Maha,Brinjal,24.1,2140,79,7.2,23500,175.73
Matale,Reddish Brown Earths,Maha,Mango,26.5,2058,72,6.7,13308,298.25
Anuradhapura,Reddish Brown Earths,Maha,Chili,30.4,1739,61,8.4,14718,434.38
Kegalle,Latosols,Maha,Mango,27.7,4090,88,6.2,14804,310.61
Colombo,Latosols,Yala,Pumpkin,28.1,1619,79,6.6,32280,101.98
Kegalle,Red-Yellow Podzolic Soils,Yala,Carrot,29.7,2586,79,5.4,22690,164.43
Trincomalee,Alluvial Soils,Maha,Tea,33.2,1894,77,7.3,2253,691.54
Puttalam,Calcic Red Latosols,Yala,Pumpkin,29.3,788,75,7.7,19732,97.14
Nuwara Eliya,Latosols,Yala,Maize,13.7,1733,81,4.6,4216,146.19
Batticaloa,Alluvial Soils,Maha,Rubber,30.4,2040,79,7.3,1772,863.39
Kegalle,Latosols,Maha,Beans,27.9,3603,86,5.5,17579,227.94
Colombo,Red-Yellow Podzolic Soils,Maha,Pumpkin,28.6,2494,85,6.5,42317,100.92
Anuradhapura,Alluvial Soils,Maha,Chili,30.9,1967,70,7.6,14622,399.51
Matale,Reddish Brown Earths,Maha,Potato,23.4,2304,74,7.0,26104,189.73
Kilinochchi,Reddish Brown Earths,Maha,Potato,29.7,1458,75,7.5,29229,216.79
Kurunegala,Alluvial Soils,Maha,Maize,26.9,2279,79,6.2,7908,129.72
Jaffna,Calcic Red Latosols,Yala,Coconut,29.6,525,67,8.2,8882,98.59
Mannar,Calcic Red Latosols,Yala,Brinjal,33.7,863,71,8.1,12300,159.41
Monaragala,Reddish Brown Earths,Maha,Papaya,30.5,2102,75,7.4,37765,124.03
Batticaloa,Alluvial Soils,Maha,Pumpkin,32.3,1854,80,7.7,25313,92.38
Matale,Reddish Brown Earths,Maha,Banana,29.3,1943,67,7.2,17465,154.2
Kilinochchi,Reddish Brown Earths,Maha,Sweet Potato,29.7,1409,73,7.2,18792,101.16
Kilinochchi,Reddish Brown Earths,Yala,Potato,33.8,1087,75,7.0,21133,183.16
Badulla,Red-Yellow Podzolic Soils,Yala,Mango,23.5,1539,71,6.0,3895,381.85
Colombo,Red-Yellow Podzolic Soils,Maha,Carrot,30.9,2741,84,6.4,12234,229.65
Galle,Red-Yellow Podzolic Soils,Yala,Carrot,26.3,2010,83,6.4,8114,224.89
Mullaitivu,Latosols,Maha,Beans,29.3,1664,74,7.4,17837,237.18
Anuradhapura,Reddish Brown Earths,Maha,Tomato,32.7,2014,72,7.3,24739,157.26
Gampaha,Alluvial Soils,Maha,Beans,29.4,2587,86,6.5,20932,247.83
Badulla,Red-Yellow Podzolic Soils,Maha,Tea,25.0,2629,78,6.0,3646,747.25
Colombo,Latosols,Yala,Rubber,30.7,1616,85,6.4,1247,841.54
Kegalle,Latosols,Maha,Brinjal,24.1,3741,88,5.9,16625,173.97
Matale,Reddish Brown Earths,Yala,Beans,28.0,1489,67,7.0,11691,232.43
Anuradhapura,Reddish Brown Earths,Yala,Tomato,32.1,1306,63,8.1,17024,170.93
Galle,Latosols,Yala,Carrot,29.5,1827,87,5.0,8394,229.83
Jaffna,Calcic Red Latosols,Yala,Rubber,30.4,947,66,7.9,180,891.43
Kilinochchi,Reddish Brown Earths,Yala,Tomato,28.5,1138,71,7.9,16919,151.41
Polonnaruwa,Reddish Brown Earths,Yala,Carrot,27.7,1361,74,6.8,5360,211.98
Hambantota,Reddish Brown Earths,Maha,Tea,28.8,1178,71,7.3,281,862.63
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Tea,13.0,1629,77,5.0,2561,636.87
Mannar,Regosols,Maha,Paddy,29.2,1201,72,7.8,5934,130.71
Polonnaruwa,Alluvial Soils,Maha,Manioc,28.6,1760,68,7.0,28031,91.68
Ratnapura,Red-Yellow Podzolic Soils,Yala,Tomato,26.7,3379,87,5.7,16632,170.83
Nuwara Eliya,Latosols,Yala,Pumpkin,17.7,1619,81,5.2,19260,90.83
Hambantota,Reddish Brown Earths,Yala,Beans,31.6,922,67,7.1,12735,242.38
Colombo,Red-Yellow Podzolic Soils,Yala,Chili,30.0,1852,85,6.4,6655,381.85
Jaffna,Regosols,Yala,Coconut,33.5,603,72,8.9,7737,97.63
Vavuniya,Reddish Brown Earths,Maha,Tea,28.1,1597,66,6.5,2179,718.67
Kandy,Reddish Brown Earths,Maha,Big Onion,25.3,2396,82,6.7,24709,222.24
Kegalle,Latosols,Yala,Manioc,29.4,2193,77,6.3,17885,86.06
Jaffna,Calcic Red Latosols,Maha,Manioc,30.8,1167,76,8.3,27957,88.58
Gampaha,Latosols,Maha,Beans,27.4,2759,84,6.3,19598,231.91
Matara,Red-Yellow Podzolic Soils,Maha,Big Onion,28.9,2776,79,6.5,24508,255.35
Nuwara Eliya,Latosols,Yala,Pumpkin,13.5,1537,85,5.4,19916,92.48
Kandy,Red-Yellow Podzolic Soils,Maha,Tomato,24.3,2589,71,5.6,34293,169.49
Trincomalee,Reddish Brown Earths,Yala,Cabbage,30.1,1234,72,7.9,25940,161.09
Kurunegala,Reddish Brown Earths,Maha,Papaya,28.7,2376,71,6.8,41559,134.27
Galle,Latosols,Yala,Tomato,27.2,2047,85,6.2,15679,174.36
Anuradhapura,Alluvial Soils,Yala,Maize,29.3,997,70,8.0,6062,147.98
Kalutara,Red-Yellow Podzolic Soils,Yala,Rubber,26.9,2204,85,5.4,2490,735.48
Polonnaruwa,Alluvial Soils,Yala,Carrot,31.6,1209,67,7.1,5928,201.6
Galle,Latosols,Yala,Tea,29.3,1968,81,5.8,2726,760.85
Polonnaruwa,Reddish Brown Earths,Yala,Banana,29.6,1436,68,6.8,22802,138.09
Galle,Latosols,Yala,Chili,28.3,1772,87,5.5,7176,431.37
Kegalle,Latosols,Maha,Chili,26.0,4022,82,5.3,9509,378.31
Galle,Latosols,Maha,Potato,30.5,2684,90,5.1,10814,245.28
Anuradhapura,Reddish Brown Earths,Yala,Manioc,26.1,1235,64,8.2,29265,82.57
Mullaitivu,Latosols,Yala,Sweet Potato,28.3,1052,70,7.8,14131,101.04
Colombo,Latosols,Maha,Chili,26.3,2860,84,7.0,9637,397.4
Kegalle,Red-Yellow Podzolic Soils,Yala,Brinjal,27.4,2768,75,5.6,13462,175.99
Puttalam,Regosols,Yala,Coconut,28.1,836,82,7.7,12187,90.34
Galle,Red-Yellow Podzolic Soils,Yala,Coconut,26.9,1797,89,6.1,12320,92.55
Polonnaruwa,Alluvial Soils,Maha,Paddy,27.8,1897,69,7.6,8144,116.83
Monaragala,Reddish Brown Earths,Maha,Tomato,25.4,1721,68,8.0,20877,159.28
Hambantota,Reddish Brown Earths,Maha,Big Onion,30.0,1223,74,7.7,39619,261.15
Polonnaruwa,Reddish Brown Earths,Maha,Manioc,31.0,2143,77,7.7,28316,93.25
Vavuniya,Reddish Brown Earths,Yala,Banana,28.0,1206,69,6.7,13544,138.98
Badulla,Red-Yellow Podzolic Soils,Maha,Cabbage,21.9,2040,76,5.9,55452,151.64
Badulla,Red-Yellow Podzolic Soils,Yala,Manioc,24.9,1551,82,5.1,20118,93.18
Matale,Reddish Brown Earths,Yala,Sweet Potato,27.0,1422,69,6.2,14225,112.24
Puttalam,Regosols,Maha,Tomato,31.1,1628,82,7.8,21791,163.27
Colombo,Red-Yellow Podzolic Soils,Yala,Carrot,26.6,1822,81,6.7,8287,204.89
Galle,Red-Yellow Podzolic Soils,Yala,Chili,27.7,2046,84,5.7,6290,394.68
Polonnaruwa,Alluvial Soils,Maha,Potato,32.2,1723,67,7.3,6595,258.95
Kegalle,Red-Yellow Podzolic Soils,Maha,Tea,29.2,3883,76,5.5,3455,636.5
Kalutara,Red-Yellow Podzolic Soils,Yala,Paddy,27.4,2788,93,5.5,5435,115.03
Matara,Red-Yellow Podzolic Soils,Yala,Brinjal,28.7,1915,80,5.6,18485,158.03
Mullaitivu,Latosols,Maha,Sweet Potato,28.5,1837,77,6.7,20429,112.67
Matara,Alluvial Soils,Yala,Pumpkin,26.9,1926,81,6.5,20024,109.35
Polonnaruwa,Alluvial Soils,Yala,Beans,31.6,1327,74,7.4,11936,269.78
Gampaha,Alluvial Soils,Maha,Chili,28.4,2812,84,6.0,9605,438.37
Kurunegala,Reddish Brown Earths,Yala,Pumpkin,30.0,1271,81,6.4,19612,93.18
Puttalam,Calcic Red Latosols,Maha,Beans,30.6,1383,75,7.5,15423,231.24
Vavuniya,Reddish Brown Earths,Yala,Manioc,30.2,1235,66,7.0,26163,81.95
Jaffna,Regosols,Maha,Mango,30.8,1428,70,7.7,20769,277.08
Mullaitivu,Alluvial Soils,Maha,Tea,27.3,1666,76,7.1,2249,677.74
Ratnapura,Red-Yellow Podzolic Soils,Maha,Tea,27.5,4079,81,5.7,3420,719.41
Kegalle,Red-Yellow Podzolic Soils,Yala,Potato,28.9,2240,83,6.2,18581,200.49
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Brinjal,15.2,1549,85,5.7,12813,164.37
Gampaha,Alluvial Soils,Maha,Tea,29.2,2780,75,6.9,2325,696.33
Puttalam,Calcic Red Latosols,Yala,Maize,28.8,836,73,7.6,3947,133.57
Vavuniya,Reddish Brown Earths,Yala,Coconut,29.3,1200,76,7.7,7896,97.53
Matale,Reddish Brown Earths,Yala,Maize,26.7,1466,74,6.1,5845,143.06
Trincomalee,Alluvial Soils,Maha,Sweet Potato,31.0,1616,68,7.1,18597,111.36
Matara,Red-Yellow Podzolic Soils,Yala,Tomato,27.3,1811,76,6.6,19785,166.9
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Sweet Potato,13.4,1745,77,5.8,16184,106.17
Galle,Latosols,Maha,Sweet Potato,29.0,2765,82,6.1,19703,108.36
Anuradhapura,Reddish Brown Earths,Maha,Potato,26.0,1839,74,7.3,6616,231.86
Kegalle,Red-Yellow Podzolic Soils,Yala,Tea,26.9,2438,77,6.1,2291,737.46
Hambantota,Alluvial Soils,Yala,Brinjal,29.9,883,69,8.0,13110,176.94
Puttalam,Regosols,Maha,Big Onion,29.4,1554,77,7.2,37841,229.41
Mannar,Regosols,Maha,Tea,27.3,1300,78,8.7,2382,662.44
Nuwara Eliya,Latosols,Yala,Big Onion,17.7,1724,89,4.8,15472,261.73
Ratnapura,Red-Yellow Podzolic Soils,Yala,Papaya,24.5,3329,91,5.7,33346,122.36
Jaffna,Calcic Red Latosols,Maha,Paddy,28.6,1228,68,8.6,4525,122.2
Mannar,Regosols,Yala,Chili,27.2,789,71,8.4,9083,362.97
Batticaloa,Regosols,Maha,Banana,29.0,2018,84,7.1,19078,161.71
Ampara,Alluvial Soils,Yala,Rubber,31.8,1144,74,7.4,1107,792.86
Mannar,Calcic Red Latosols,Maha,Beans,28.8,1090,71,7.7,15060,244.95
Jaffna,Regosols,Yala,Beans,27.7,538,73,8.2,12967,273.96
Monaragala,Reddish Brown Earths,Maha,Banana,27.5,2038,75,7.3,27728,145.49
Badulla,Red-Yellow Podzolic Soils,Yala,Big Onion,23.4,1427,79,6.3,17246,238.23
Matara,Alluvial Soils,Yala,Carrot,29.2,1670,82,5.7,8543,219.88
Ampara,Alluvial Soils,Maha,Carrot,30.2,1798,80,8.4,34818,170.53
Gampaha,Latosols,Yala,Paddy,26.4,1786,86,6.8,5899,108.87
Jaffna,Regosols,Yala,Coconut,32.4,552,78,8.4,8914,107.91
Vavuniya,Reddish Brown Earths,Yala,Chili,32.3,997,69,6.8,9138,431.07
Mullaitivu,Latosols,Yala,Big Onion,33.0,1293,83,6.8,16325,250.93
Kilinochchi,Reddish Brown Earths,Yala,Rubber,29.1,806,71,7.6,1151,791.44
Matara,Alluvial Soils,Maha,Chili,30.3,2854,86,5.8,9380,427.85
Badulla,Red-Yellow Podzolic Soils,Maha,Mango,19.4,2096,79,6.5,5444,350.53
Kalutara,Red-Yellow Podzolic Soils,Yala,Rubber,28.4,2781,82,5.0,2407,763.05
Colombo,Red-Yellow Podzolic Soils,Yala,Coconut,30.4,1713,81,6.7,12100,98.61
Puttalam,Regosols,Maha,Pumpkin,27.4,1082,70,7.1,25336,98.71
Matara,Alluvial Soils,Yala,Tomato,29.3,1967,85,6.7,21555,174.62
Colombo,Red-Yellow Podzolic Soils,Maha,Papaya,28.0,2464,77,6.1,58907,132.52
